date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,icu_patients,hosp_patients,weekly_hosp_admissions,daily_case_change_rate,daily_death_change_rate,hospitalization_rate,icu_rate,case_fatality_rate,7day_avg_new_cases,7day_avg_new_deaths,hospitalization_need,icu_requirement
7/6/2021,33392548,10459,602315,125,98709.871,1780.47,3980,13974,14980,0.031331172833431724,0.020757568209369137,0.04184766,0.011918827,1.8037407627594038,13816.42857142857,225.57142857142858,Medium,Medium
7/7/2021,33401695,9147,602418,103,98736.91,1780.775,4132,14664,15499,0.027392339153034982,0.017100686517851953,0.043901964,0.012370629694091872,1.803555178861432,13632,214.14285714285714,Medium,Medium
7/8/2021,33421657,19962,602719,301,98795.918,1781.664,4297,15074,16109,0.059763434,0.049965306,0.045102491,0.012856933,1.8033785697698952,14267.42857142857,216.85714285714286,Medium,Medium
7/9/2021,33444293,22636,602969,250,98862.831,1782.403,4369,15409,16539,0.067728539,0.041478699,0.046073630559330406,0.013063514304219257,1.8029055061800827,15838.42857142857,217.71428571428572,Medium,Medium
7/10/2021,33627831,183538,603231,262,99405.378,1783.178,4442,15710,17226,0.5487872026476983,0.043451653401750334,0.046717256,0.013209296787532921,1.7938445093291924,39403,213.85714285714286,Medium,Medium
7/11/2021,33655410,27579,603547,316,99486.903,1784.112,4637,16396,17910,0.082012426,0.052384576,0.048717279,0.013777874047589973,1.7933134672850515,40930,215.57142857142858,Medium,Medium
7/12/2021,33676285,20875,603696,149,99548.61,1784.552,4883,17330,18721,0.062025689,0.024687389714471285,0.051460546,0.014499817898559772,1.7926442895942944,42028,215.14285714285714,Medium,Medium
7/13/2021,33693007,16722,603815,119,99598.041,1784.904,5072,18204,19729,0.049655121,0.019711907980175452,0.054029016,0.015053569,1.7921077807035743,42922.71428571428,214.28571428571428,Medium,Medium
7/14/2021,33721899,28892,604110,295,99683.447,1785.776,5255,19085,20339,0.085750732,0.048856023782118695,0.056595271,0.015583345410055346,1.7914471542661343,45743.42857142857,241.71428571428572,Medium,Medium
7/15/2021,33756877,34978,604447,337,99786.844,1786.772,5474,19915,21142,0.10372488216040265,0.055784543,0.058995386,0.016215955,1.7905892183095018,47888.57142857143,246.85714285714286,Medium,Medium
7/16/2021,33795176,38299,604789,342,99900.057,1787.783,5785,20874,22095,0.11345540050994646,0.056580643,0.061766212,0.017117827704167008,1.789571979,50126.142857142855,260,Medium,Medium
7/17/2021,33835731,40555,605108,319,100019.94,1788.726,5994,21595,23083,0.12000233406093223,0.052745668323993994,0.063823063,0.017715001,1.7883698153292449,29700,268.14285714285717,Medium,Medium
7/18/2021,33877989,42258,605478,370,100144.856,1789.82,6272,22564,24072,0.12489164191546505,0.061146109,0.066603717,0.018513495591488623,1.7872312314641818,31797,275.85714285714283,Medium,Medium
7/19/2021,33910128,32139,605661,183,100239.861,1790.361,6717,24261,25216,0.094866906,0.030224054,0.071544997,0.019808241360811142,1.7860770092050375,33406.142857142855,280.7142857142857,Medium,Medium
7/20/2021,33938121,27993,605807,146,100322.609,1790.793,7115,25700,26614,0.082550558,0.024105894,0.075726054,0.020964625590202828,1.7850340035030225,35016.28571428572,284.57142857142856,Medium,Medium
7/21/2021,33983316,45195,606091,284,100456.208,1791.632,7408,27055,28103,0.13316883394929258,0.046879617,0.079612596,0.021798932158356765,1.7834957600959247,37345.28571428572,283,Medium,Medium
7/22/2021,34034356,51040,606411,320,100607.084,1792.578,7687,28605,29859,0.15019134683619456,0.052797352,0.084047425,0.022586001039655343,1.7817613472692124,39639.857142857145,280.57142857142856,Medium,Medium
7/23/2021,34095669,61313,606810,399,100788.328,1793.758,8097,30295,31504,0.18015031634504852,0.065796959,0.088852927,0.023747884,1.7797275073265169,42927.57142857143,288.7142857142857,Medium,Medium
7/24/2021,34167377,71708,607148,338,101000.3,1794.757,8419,31469,33292,0.21031410177052107,0.055701126,0.092102475,0.024640463328513627,1.7769815927046433,47378,291.42857142857144,Medium,Medium
7/25/2021,34237016,69639,607562,414,101206.156,1795.981,8867,33406,35063,0.203817226,0.068187658,0.097572756,0.025898869223883295,1.774576382474454,51289.57142857143,297.7142857142857,Medium,Medium
7/26/2021,34290811,53795,607816,254,101365.177,1796.731,9448,35748,36942,0.15712525881344333,0.041806433,0.1042495028770244,0.027552571,1.7725331722250608,54383.28571428572,307.85714285714283,Medium,Medium
7/27/2021,34334017,43206,608065,249,101492.895,1797.467,9994,38296,39034,0.1259987697578806,0.040966345078115744,0.11153952652845718,0.029108158244344085,1.771027840989302,56556.57142857143,322.57142857142856,Medium,Medium
7/28/2021,34405262,71245,608476,411,101703.499,1798.682,10376,40473,41323,0.20750557675788417,0.067591458,0.11763607555146652,0.030158177548538945,1.7685550541658424,60278,340.7142857142857,Medium,Medium
7/29/2021,34491067,85805,608975,499,101957.142,1800.157,10919,42200,43268,0.2493949908011164,0.082008165,0.12235052049853952,0.031657472353638694,1.765602091,65244.42857142857,366.2857142857143,Medium,Medium
7/30/2021,34580216,89149,609469,494,102220.671,1801.618,11463,44541,45866,0.25846982350531517,0.081119915,0.12880486345140238,0.033149012,1.762478869420596,69221,379.85714285714283,High,High
7/31/2021,34679583,99367,609964,495,102514.404,1803.081,12109,46428,48326,0.2873521669153252,0.081218241,0.1338770422931556,0.034916798,1.7588562123137408,73172.28571428571,402.2857142857143,High,High
8/1/2021,34784102,104519,610489,525,102823.367,1804.633,12698,48538,50362,0.3013848234564989,0.086070653,0.1395407591663571,0.036505183,1.7550805250053603,78155.14285714286,418.14285714285717,High,High
8/2/2021,34864669,80567,610884,395,103061.527,1805.801,13481,51780,52402,0.23162018096658066,0.064702231,0.1485171134135821,0.038666651331179996,1.7521577503001677,81979.71428571429,438.2857142857143,High,High
8/3/2021,34925857,61188,611254,370,103242.401,1806.894,14052,54470,54983,0.1755014510535006,0.060567963803275254,0.15595895041315666,0.040233801564267986,1.7501474623800928,84548.57142857143,455.57142857142856,High,High
8/4/2021,35028266,102409,611910,656,103545.127,1808.833,14632,56945,57410,0.29321828810099065,0.10732036109375154,0.16256870951019958,0.041771979,1.7469034864586217,89000.57142857143,490.57142857142856,High,High
8/5/2021,35138549,110283,612610,700,103871.128,1810.903,15193,59587,60023,0.3148400209133961,0.11439590789495188,0.16957729244881453,0.043237414,1.7434129109884418,92497.42857142857,519.2857142857143,High,High
8/6/2021,35265382,126833,613351,741,104246.052,1813.093,15732,62122,62255,0.36095115936631306,0.12095786879091101,0.17615575523894794,0.044610321,1.7392438851222425,97880.85714285714,554.5714285714286,High,High
8/7/2021,35393236,127854,614104,753,104623.994,1815.319,16164,63544,64402,0.36254817826728775,0.12276820287241727,0.17953712963686055,0.045669743,1.7350885915037553,101950.42857142857,591.4285714285714,High,High
8/8/2021,35527158,133922,614942,838,105019.874,1817.796,16784,66369,66805,0.37838303341350304,0.13645897111889843,0.18681201575425763,0.047242732,1.7309068178208906,106150.85714285714,636.1428571428571,High,High
8/9/2021,35647410,120252,615590,648,105375.344,1819.712,17707,69838,69040,0.3384790869002243,0.10537579153806376,0.19591325148166444,0.049672612961222155,1.7268856278759102,111820.14285714286,672.2857142857143,High,High
8/10/2021,35744200,96790,616117,527,105661.46,1821.27,18264,72521,71163,0.2715204274307727,0.085608928,0.2028888602906206,0.051096402,1.7236838424135943,116906.14285714286,694.7142857142857,High,High
8/11/2021,35837250,93050,616837,720,105936.52,1823.398,19013,74823,73369,0.2603219543310523,0.11686092089651803,0.20878555134671326,0.053053736,1.7212174483254157,115569.14285714286,703.8571428571429,High,High
8/12/2021,35972677,135427,617798,961,106336.848,1826.239,19537,76968,75529,0.3778945092048078,0.1557948047863536,0.21396239151175767,0.054310664730345196,1.7174090212969138,119161.14285714286,741.1428571428571,High,High
8/13/2021,36116156,143479,618410,612,106760.978,1828.048,20076,78580,77285,0.39885549802145664,0.099061506,0.2175757575086341,0.055587311,1.7122807864712954,121539.14285714286,722.7142857142857,High,High
8/14/2021,36267317,151161,619383,973,107207.817,1830.924,20401,79622,78839,0.4185412201675062,0.15733898222861856,0.21954201905809578,0.056251749,1.7078269120376344,124868.71428571429,754.1428571428571,High,High
8/15/2021,36413622,146305,620579,1196,107640.301,1834.459,21077,81624,79722,0.4034072881652646,0.19309538686079533,0.22415787146908922,0.057882185,1.704249580006076,126637.71428571429,805.2857142857143,High,High
8/16/2021,36553470,139848,621483,904,108053.698,1837.132,21673,84313,80748,0.3840540773450112,0.1456704142421835,0.23065662439161042,0.059291225,1.700202470517847,129437.14285714286,841.8571428571429,High,High
8/17/2021,36664182,110712,622162,679,108380.968,1839.139,22303,86744,82017,0.30287685409894055,0.10925479860269709,0.23659057769241926,0.060830486,1.696920444045363,131426,863.5714285714286,High,High
8/18/2021,36773137,108955,623007,845,108703.044,1841.637,22693,88626,83154,0.2971701373291241,0.13581671654649433,0.2410074506289741,0.061710808,1.6941905173877332,133698.14285714287,881.4285714285714,High,High
8/19/2021,36923585,150448,624200,1193,109147.775,1845.163,23034,89428,83961,0.40912473689693646,0.19149062530597571,0.24219750059480952,0.062382892,1.6905184044290391,135844,914.5714285714286,High,High
8/20/2021,37091747,168162,625697,1497,109644.869,1849.588,23399,90191,84653,0.45543248305926953,0.2398269785325216,0.2431565167313365,0.063084114,1.686890078269972,139370.14285714287,1041,High,High
